winery,wine,year,rating,num_reviews,country,region,price,type,body,acidity,maridaje
Muga,Prado Enea Gran Reserva,2006,4.3,3608,Espana,Rioja,35.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Mauro,Red,2017,4.3,3587,Espana,Castilla y Leon,66.75,Red,4.0,3.0,"Carnes, pastas, quesos"
Arzuaga,Ribera del Duero Crianza,2018,4.3,3524,Espana,Ribera del Duero,19.01,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Hacienda Monasterio,Cosecha,2014,4.3,2990,Espana,Ribera del Duero,75.9,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Emilio Moro,Malleolus,2017,4.3,2936,Espana,Ribera del Duero,38.05,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Muga,Prado Enea Gran Reserva,2009,4.3,2923,Espana,Rioja,40.4,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Familia Torres,Mas La Plana Cabernet Sauvignon,2013,4.3,2911,Espana,Penedes,63.33,Cabernet Sauvignon,4.0,3.0,"Carnes rojas, caza, quesos"
Aalto,Tinto,2012,4.3,2844,Espana,Ribera del Duero,26.9,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Hacienda Monasterio,Cosecha,2015,4.3,2783,Espana,Ribera del Duero,34.95,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Pago de Los Capellanes,Crianza Tinto,2018,4.3,2705,Espana,Ribera del Duero,24.5,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Pintia,Toro,2007,4.3,2575,Espana,Toro,93.5,Toro Red,4.0,3.0,"Carnes rojas, embutidos"
Bodega Numanthia,Numanthia,2012,4.3,2453,Espana,Toro,99.9,Toro Red,4.0,3.0,"Carnes rojas, embutidos"
R. Lopez de Heredia,Vina Tondonia Reserva,2009,4.3,2423,Espana,Rioja,35.09,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2014,4.3,2341,Espana,Rioja,36.8,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Pago de Los Capellanes,Reserva Tinto,2015,4.3,2295,Espana,Ribera del Duero,80.35,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Bodega Numanthia,Numanthia,2014,4.3,2241,Espana,Toro,46.0,Toro Red,4.0,3.0,"Carnes rojas, embutidos"
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2015,4.3,2241,Espana,Rioja,50.41,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Pintia,Toro,2009,4.3,2062,Espana,Toro,150.0,Toro Red,4.0,3.0,"Carnes rojas, embutidos"
Matsu,El Viejo,2016,4.3,2013,Espana,Toro,33.95,Toro Red,4.0,3.0,"Carnes rojas, embutidos"
Pago de Los Capellanes,Reserva Tinto,2014,4.3,1924,Espana,Ribera del Duero,48.6377226796774,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Tomas Postigo,3er Ano Ribera del Duero Tinto,2016,4.3,1914,Espana,Ribera del Duero,27.29,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Aalto,Tinto,2016,4.3,1884,Espana,Ribera del Duero,65.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas San Roman,Tinto,2015,4.3,1846,Espana,Toro,33.66,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Bodegas San Roman,Tinto,2012,4.3,1824,Espana,Toro,190.0,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Familia Torres,Mas La Plana Cabernet Sauvignon,2015,4.3,1797,Espana,Penedes,55.0,Cabernet Sauvignon,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas San Roman,Tinto,2016,4.3,1749,Espana,Toro,26.9,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Bodega Numanthia,Numanthia,2015,4.3,1743,Espana,Toro,36.9,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Bodegas Valduero,Ribera del Duero Una Cepa I,2015,4.3,1645,Espana,Ribera del Duero,25.95,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Pago de Los Capellanes,Reserva Tinto,2016,4.3,1638,Espana,Ribera del Duero,34.5,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Imperial,Rioja Gran Reserva,2012,4.3,1615,Espana,Rioja,47.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Alto Moncayo,Garnacha,2014,4.3,1544,Espana,Campo de Borja,36.94,Grenache,5.0,3.0,"Carnes blancas, quesos suaves"
La Rioja Alta,Rioja Gran Reserva 904,1998,4.3,1528,Espana,Rioja,75.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
La Rioja Alta,Vina Arana Gran Reserva,2014,4.3,1525,Espana,Rioja,24.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Remirez de Ganuza,Rioja Reserva,2006,4.3,1493,Espana,Rioja,58.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
La Rioja Alta,Vina Arana Gran Reserva,2012,4.3,1471,Espana,Rioja,32.55,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bosque de Matasnos,Bosque de Matasnos Etiqueta Blanca,2018,4.3,1465,Espana,Ribera del Duero,26.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Gonzalez-Byass,Matusalem Sherry VORS,N.V.,4.3,1452,Espana,Jerez Oloroso,63.34,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Marques de Vargas,Reserva Privada Rioja,2014,4.3,1367,Espana,Rioja,37.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Valduero,Ribera del Duero Una Cepa I,2014,4.3,1362,Espana,Ribera del Duero,46.95,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas Roda,Roda I Reserva Rioja,2008,4.3,1330,Espana,Rioja,39.22,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Luis Canas,Reserva Seleccion de la Familia,2016,4.3,1282,Espana,Rioja,18.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Gonzalez-Byass,Apostoles 30 Years Old Sherry,N.V.,4.3,1247,Espana,Jerez Palo Cortado,74.0,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Vinicola Real,200 Monges Rioja Reserva,2010,4.3,1230,Espana,Rioja,35.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Tinto Pesquera,Reserva,2016,4.3,1230,Espana,Ribera del Duero,26.7597646010531,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Belondrade,Belondrade y Lurton,2015,4.3,1230,Espana,Rueda,32.7,Verdejo,3.0,3.0,"Pescados, mariscos, ensaladas"
Ossian,Vinas Viejas Verdejo,2016,4.3,1181,Espana,Castilla y Leon,49.0,Verdejo,3.0,3.0,"Pescados, mariscos, ensaladas"
Teso La Monja,Victorino,2014,4.3,1178,Espana,Toro,38.0,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Garmon,Ribera del Duero,2016,4.3,1119,Espana,Ribera del Duero,33.59,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2011,4.3,1118,Espana,Rioja,94.95,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Marques de Caceres,Gaudium,2012,4.3,1116,Espana,Rioja,36.91,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Volver,Triga,2014,4.3,1114,Espana,Alicante,30.67,Red,4.0,3.0,"Carnes, pastas, quesos"
Vinedos de Paganos,El Puntido,2014,4.3,1067,Espana,Rioja,86.15,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Williams & Humbert,Don Guido Pedro Ximenez Solera Especial Aged 20 Years,N.V.,4.3,1057,Espana,Jerez-Xeres-Sherry,32.9,Pedro Ximenez,5.0,1.0,"Postres, quesos azules"
Luis Canas,Reserva Seleccion de la Familia,2014,4.3,1022,Espana,Rioja,17.07,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Pago de Los Capellanes,Crianza Tinto,2019,4.3,1011,Espana,Ribera del Duero,19.45,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Marques de Riscal,Rioja Gran Reserva,2013,4.3,995,Espana,Rioja,39.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Tresmano - Tr3smano,Vendimia,2016,4.3,930,Espana,Ribera del Duero,28.65,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Vinedos de Paganos,El Puntido,2015,4.3,929,Espana,Rioja,33.82,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Marques de Murrieta,Dalmau Rioja,2012,4.3,916,Espana,Rioja,67.95,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Marques de Murrieta,Dalmau Rioja,2013,4.3,912,Espana,Rioja,60.95,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Marques de Vargas,Gran Reserva Rioja,2011,4.3,901,Espana,Rioja,35.01,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Muga,Torre Muga,2011,4.3,900,Espana,Rioja,69.95,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Ossian,Vinas Viejas Verdejo,2018,4.3,885,Espana,Castilla y Leon,28.18,Verdejo,3.0,3.0,"Pescados, mariscos, ensaladas"
Teso La Monja,Victorino,2013,4.3,878,Espana,Toro,34.22,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Imperial,Rioja Gran Reserva,2014,4.3,835,Espana,Rioja,49.75,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Ferrer Bobet,Priorat Vinyes Velles,2016,4.3,828,Espana,Priorato,33.95,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
La Vicalanda,Reserva,2014,4.3,818,Espana,Rioja,21.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Alvaro Palacios,Finca Dofi,2012,4.3,814,Espana,Priorato,80.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Senorio de San Vicente,San Vicente Rioja,2014,4.3,811,Espana,Rioja,36.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Imperial,Rioja Reserva,2017,4.3,799,Espana,Rioja,25.45,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
La Rioja Alta,Vina Ardanza Reserva,2010,4.3,783,Espana,Rioja,17.16,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Pintia,Toro,2004,4.3,760,Espana,Toro,116.9,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Vinicola Real,200 Monges Rioja Reserva,2009,4.3,760,Espana,Rioja,39.5,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Vinedos de Paganos,El Puntido Gran Reserva,2006,4.3,754,Espana,Rioja,40.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2012,4.3,749,Espana,Rioja,39.78,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Anima Negra,An,2017,4.3,740,Espana,Mallorca,39.98,Red,4.0,3.0,"Carnes, pastas, quesos"
Muga,Torre Muga,2014,4.3,728,Espana,Rioja,69.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Senorio de San Vicente,San Vicente Rioja,2007,4.3,724,Espana,Rioja,77.7,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Clos Mogador,Priorat,2009,4.3,723,Espana,Priorato,95.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Bodegas Vilano,La Baraja,2016,4.3,716,Espana,Ribera del Duero,24.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas San Roman,Tinto,2018,4.3,693,Espana,Toro,25.9,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Castillo Perelada,Finca Malaveina,2017,4.3,687,Espana,Emporda,22.5,Red,4.0,3.0,"Carnes, pastas, quesos"
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2014,4.3,685,Espana,Rioja,50.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Remelluri,Granja Gran Reserva Rioja,2009,4.3,682,Espana,Rioja,57.8,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Marques de Riscal,Reserva XR,2016,4.3,676,Espana,Rioja,21.24,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Condado de Haza,Alenza Ribera del Duero Gran Reserva,2006,4.3,675,Espana,Ribera del Duero,70.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Enate,Chardonnay Fermentado en Barrica,2019,4.3,674,Espana,Somontano,15.75,Chardonnay,4.0,3.0,"Pescados, aves, quesos"
Ordonez,Vatan Tinta de Toro,2016,4.3,665,Espana,Toro,26.0,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Lan,A Mano Rioja,2016,4.3,663,Espana,Rioja,25.8208254922442,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Marques de Riscal,Baron de Chirel Rioja Reserva,2014,4.3,661,Espana,Rioja,62.95,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Volver,Alicante Bouschet by Tarima,2017,4.3,658,Espana,Alicante,17.15,Red,4.0,3.0,"Carnes, pastas, quesos"
Arzuaga,Reserva Ribera del Duero,2014,4.3,641,Espana,Ribera del Duero,33.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Alvaro Palacios,Finca Dofi,2011,4.3,613,Espana,Priorato,80.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Alvaro Palacios,Finca Dofi,2013,4.3,605,Espana,Priorato,80.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Enate,Chardonnay Fermentado en Barrica,2018,4.3,603,Espana,Somontano,16.9,Chardonnay,4.0,3.0,"Pescados, aves, quesos"
Garmon,Ribera del Duero,2017,4.3,598,Espana,Ribera del Duero,40.92,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Clos Mogador,Priorat,2008,4.3,592,Espana,Priorato,95.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Bodegas Tradicion,Oloroso Tradicion Vors 30 Years,N.V.,4.3,590,Espana,Jerez Oloroso,58.9,Sherry,4.0,3.0,"Aperitivos, sopas, mariscos"
Pazo Senorans,Seleccion de Anada Albarino Rias Baixas,2011,4.3,582,Espana,Rias Baixas,30.887605,Albarino,3.0,3.0,"Mariscos, pescados, arroces"
Carmelo Rodero,Ribera del Duero TSM,2019,4.3,577,Espana,Ribera del Duero,67.5,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Abadia Retuerta,Pago Valdebellon,2015,4.3,569,Espana,Sardon de Duero,67.45,Cabernet Sauvignon,4.0,3.0,"Carnes rojas, caza, quesos"
Figuero,Vinas Viejas,2016,4.3,567,Espana,Ribera del Duero,16.5,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Lan,A Mano Rioja,2012,4.3,559,Espana,Rioja,30.71,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Dominio de Atauta,Dominio de Atauta,2017,4.3,556,Espana,Ribera del Duero,25.25,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Protos,Gran Reserva,2014,4.3,553,Espana,Ribera del Duero,41.95,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Dominio de Cair,Tierras de Cair Reserva,2012,4.3,535,Espana,Ribera del Duero,38.3,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Carmelo Rodero,Crianza,2019,4.3,533,Espana,Ribera del Duero,19.95,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Protos,Seleccion Finca el Grajo Viejo,2014,4.3,530,Espana,Ribera del Duero,59.87,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Familia Torres,Perpetual,2016,4.3,530,Espana,Priorato,63.5,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Clos Erasmus,Laurel,2017,4.3,527,Espana,Priorato,46.88,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Clos Mogador,Priorat,2006,4.3,527,Espana,Priorato,95.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Alvaro Palacios,Finca Dofi,2017,4.3,522,Espana,Priorato,99.9,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Teso La Monja,Victorino,2011,4.3,517,Espana,Toro,47.01,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Dominio de Cair,Seleccion La Aguilera,2016,4.3,511,Espana,Ribera del Duero,15.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Torre de Ona,Finca Martelo,2015,4.3,512,Espana,Rioja,21.15,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Ferrer Bobet,Priorat Vinyes Velles,2011,4.3,501,Espana,Priorato,49.9,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Remirez de Ganuza,Rioja Blanco,2018,4.3,495,Espana,Rioja,23.83,Rioja White,3.0,3.0,"Pescados, mariscos, arroces"
Lustau,Pedro Ximenez Murillo Seleccion del Centenario,N.V.,4.3,481,Espana,Jerez-Xeres-Sherry,40.0,Pedro Ximenez,5.0,1.0,"Postres, quesos azules"
Vinedos de Paganos,El Puntido,2016,4.3,474,Espana,Rioja,33.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Abadia Retuerta,Pago Negralada,2015,4.3,474,Espana,Sardon de Duero,67.82,Tempranillo,4.0,2.0,"Carnes rojas, quesos curados"
Ramon Bilbao,Mirto,2014,4.3,473,Espana,Rioja,48.34,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Muga,Torre Muga,2005,4.3,468,Espana,Rioja,99.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Alvaro Palacios,Vi de Vila Gratallops,2017,4.3,463,Espana,Priorato,54.9,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Martinet,Clos Martinet,2005,4.3,461,Espana,Priorato,116.05,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Alvaro Palacios,Vi de Vila Gratallops,2016,4.3,461,Espana,Priorato,48.75,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Alion,Ribera del Duero,2000,4.3,456,Espana,Ribera del Duero,98.0,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Bodegas Faustino,I Gran Reserva,1964,4.3,454,Espana,Rioja,272.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Contino,Rioja Gran Reserva,2015,4.3,453,Espana,Rioja,40.45,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Roda,Roda Reserva Rioja,2004,4.3,452,Espana,Rioja,81.35,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Faustino,I Gran Reserva,1970,4.3,449,Espana,Rioja,206.91,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Ossian,Vinas Viejas Verdejo,2017,4.3,449,Espana,Castilla y Leon,42.0,Verdejo,3.0,3.0,"Pescados, mariscos, ensaladas"
Monte Real,Gran Reserva,1998,4.3,445,Espana,Rioja,34.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Hacienda Monasterio,Reserva,2013,4.3,431,Espana,Ribera del Duero,53.95,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Remirez de Ganuza,Rioja Vina Coqueta,2008,4.3,429,Espana,Rioja,56.7603202298046,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Protos,Seleccion Finca el Grajo Viejo,2010,4.3,427,Espana,Ribera del Duero,62.74,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
St. Petroni,Vermello Vermu,N.V.,4.3,424,Espana,Galicia,10.89,Unknown,4.0,3.0,unknown
Pintia,Toro,2003,4.3,422,Espana,Toro,107.0,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Marques de Murrieta,Capellania Reserva,2016,4.3,422,Espana,Rioja,32.33,Rioja White,3.0,3.0,"Pescados, mariscos, arroces"
Llanos Negros,Los Tabaqueros,2006,4.3,419,Espana,La Palma,21.95,Unknown,4.0,3.0,unknown
Finca Torremilanos,Torre Albeniz Reserva Ribera del Duero,2016,4.3,419,Espana,Ribera del Duero,28.85,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1998,4.3,418,Espana,Rioja,160.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Aster,Finca El Otero,2016,4.3,411,Espana,Ribera del Duero,26.9,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Comenge,Familia Comenge Reserva,2016,4.3,410,Espana,Ribera del Duero,21.3,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2013,4.3,405,Espana,Rioja,42.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Valduero,Tierra Alta de 2 Cotas Reserva,2014,4.3,407,Espana,Ribera del Duero,30.5,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1989,4.3,404,Espana,Rioja,160.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Aragonesas,Fagus de Coto de Hayas Garnacha,2017,4.3,398,Espana,Aragon,21.02,Grenache,5.0,3.0,"Carnes blancas, quesos suaves"
Mustiguillo,Finca Terrerazo,2018,4.3,397,Espana,El Terrerazo,22.8,Red,4.0,3.0,"Carnes, pastas, quesos"
Clos Erasmus,Laurel,2018,4.3,397,Espana,Priorato,36.57,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Alvaro Palacios,Finca Dofi,2009,4.3,384,Espana,Priorato,85.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Avancia,Godello,2019,4.3,375,Espana,Valdeorras,23.4,Unknown,4.0,3.0,unknown
Clos Mogador,Priorat,2005,4.3,375,Espana,Priorato,110.0,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Cepa 21,Malabrigo Ribera del Duero,2015,4.3,374,Espana,Ribera del Duero,53.5,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Vinedos de Paganos,El Puntido,2017,4.3,371,Espana,Rioja,35.95,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Morca,Godina Garnacha,2019,4.3,370,Espana,Campo de Borja,16.25,Grenache,5.0,3.0,"Carnes blancas, quesos suaves"
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2011,4.3,370,Espana,Ribera del Duero,498.614195,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Marques de Tomares,Rioja Gran Reserva,2010,4.3,368,Espana,Rioja,25.95,Red,4.0,3.0,"Carnes, pastas, quesos"
Sierra Cantabria,Coleccion Privada,2017,4.3,366,Espana,Rioja,29.0132184621944,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Vall Llach,Porrera Vi de Vila,2012,4.3,364,Espana,Priorato,40.5,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Quinta Sardonia,QS,2014,4.3,358,Espana,Castilla y Leon,35.85,Red,4.0,3.0,"Carnes, pastas, quesos"
Comenge,Don Miguel Comenge Reserva,2011,4.3,355,Espana,Ribera del Duero,38.4,Ribera Del Duero Red,5.0,3.0,"Carnes rojas, cordero"
Abadal,3.9,2017,4.3,345,Espana,Pla de Bages,20.65,Red,4.0,3.0,"Carnes, pastas, quesos"
Bodega Numanthia,Numanthia,2016,4.3,345,Espana,Toro,39.53,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Pago de Vallegarcia,Montes de Toledo Syrah,2018,4.3,344,Espana,Castilla,25.31,Syrah,4.0,3.0,"Carnes rojas, caza, quesos"
Alvaro Palacios,Vi de Vila Gratallops,2018,4.3,344,Espana,Priorato,53.95,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Hermanos Pecina,Finca Iscorta Gran Reserva,2010,4.3,334,Espana,Rioja,27.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Abadia Retuerta,Le Domaine Blanco de Guarda,2016,4.3,327,Espana,Sardon de Duero,36.95,Unknown,4.0,3.0,unknown
Biniagual,Finca Biniagual Veran,2017,4.3,322,Espana,Binissalem-Mallorca,26.5,Red,4.0,3.0,"Carnes, pastas, quesos"
Breca,Brega Garnacha,2017,4.3,317,Espana,Calatayud,27.9,Grenache,5.0,3.0,"Carnes blancas, quesos suaves"
Pintia,Toro,2001,4.3,315,Espana,Toro,189.45,Toro Red,5.0,3.0,"Carnes rojas, embutidos"
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2010,4.3,312,Espana,Rioja,90.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Abadia Retuerta,Le Domaine Blanco de Guarda,2018,4.3,309,Espana,Sardon de Duero,34.1,Unknown,4.0,3.0,unknown
Pradorey,Elite,2017,4.3,301,Espana,Ribera del Duero,35.51,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Terras Gauda,La Mar,2018,4.3,301,Espana,Rias Baixas,27.7,Albarino,4.0,3.0,"Mariscos, pescados, arroces"
Abadia Retuerta,Pago Garduna,2015,4.3,299,Espana,Castilla y Leon,75.0,Syrah,4.0,3.0,"Carnes rojas, caza, quesos"
Bodegas Faustino,I Gran Reserva,1982,4.3,298,Espana,Rioja,425.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Teso La Monja,Victorino,2018,4.3,298,Espana,Toro,35.51,Toro Red,4.0,3.0,"Carnes rojas, embutidos"
Ramon Bilbao,Mirto,2015,4.3,297,Espana,Rioja,33.9,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Marques de Riscal,Rioja Reserva,1994,4.3,296,Espana,Rioja,65.0,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Antidoto,La Hormiga de Antidoto,2018,4.3,293,Espana,Ribera del Duero,45.0,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Alvaro Palacios,Finca Dofi,2018,4.3,292,Espana,Priorato,84.9,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Jaro,Chafandin,2015,4.3,290,Espana,Ribera del Duero,27.85,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Pago de Los Capellanes,Reserva Tinto,2018,4.3,287,Espana,Ribera del Duero,30.99,Ribera Del Duero Red,4.0,3.0,"Carnes rojas, cordero"
Clos Mogador,Nelin Priorat,2016,4.3,290,Espana,Priorato,36.5,Unknown,4.0,3.0,unknown
Bodega Tesalia,Arcos de la Frontera,2017,4.3,284,Espana,Andalucia,25.9,Red,4.0,3.0,"Carnes, pastas, quesos"
Pazo de Rubianes,Albarino,2020,4.3,281,Espana,Rias Baixas,13.75,Albarino,4.0,3.0,"Mariscos, pescados, arroces"
Allende,Calvario Rioja,2006,4.3,279,Espana,Rioja,53.35,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
Mas d'en Gil,Clos Fonta Priorat,2014,4.3,278,Espana,Priorato,54.5,Priorat Red,4.0,3.0,"Carnes rojas, guisos"
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2014,4.3,275,Espana,Rioja,90.15,Rioja Red,4.0,3.0,"Carnes rojas, caza, quesos"
